name;cat1;cat2;cat3;arw_brand;sku;barcode;color;size;qty;price;spetial_price;description;material;img1;img2;img3;img4
Сникерсы;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW164173;2000000077970;Черный;40;1;21450;21450;;Натуральная кожа;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_1.JPG;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_2.JPG;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_3.JPG;
Сумка ;Женщинам;Сумки;Сумки;PHILIPP PLEIN;FW16AW942300;2000000078724;Черный;UNI;1;89200;89200;;Натуральная кожа;FW16AW942300_PHILIPPPLEIN_sumka_chernyj_1.JPG;FW16AW942300_PHILIPPPLEIN_sumka_chernyj_2.JPG;FW16AW942300_PHILIPPPLEIN_sumka_chernyj_3.JPG;FW16AW942300_PHILIPPPLEIN_sumka_chernyj_4.JPG
Сумка ;Женщинам;Сумки;Сумки;PHILIPP PLEIN;FW16AW914435;2000000078526;Мульти;UNI;1;59450;59450;;Натуральная кожа;FW16AW914435_PHILIPPPLEIN_sumka_zolotojchernyj_1.JPG;FW16AW914435_PHILIPPPLEIN_sumka_zolotojchernyj_2.JPG;FW16AW914435_PHILIPPPLEIN_sumka_zolotojchernyj_3.JPG;FW16AW914435_PHILIPPPLEIN_sumka_zolotojchernyj_4.JPG
Сумка ;Женщинам;Сумки;Сумки;PHILIPP PLEIN;FW16AW914408p;2000000079547;Мульти;UNI;1;74600;74600;;Натуральнеая кожа питона;FW16AW914408p_PHILIPPPLEIN_sumka_seryjchernyj_1.JPG;FW16AW914408p_PHILIPPPLEIN_sumka_seryjchernyj_2.JPG;FW16AW914408p_PHILIPPPLEIN_sumka_seryjchernyj_3.JPG;FW16AW914408p_PHILIPPPLEIN_sumka_seryjchernyj_4.JPG
Сумка ;Женщинам;Сумки;Сумки;PHILIPP PLEIN;FW16AW944424;2000000078731;Черный;UNI;1;82650;82650;;Натуральная кожа;FW16AW944424_PHILIPPPLEIN_sumka_chernyj_1.JPG;FW16AW944424_PHILIPPPLEIN_sumka_chernyj_2.JPG;FW16AW944424_PHILIPPPLEIN_sumka_chernyj_3.JPG;FW16AW944424_PHILIPPPLEIN_sumka_chernyj_4.JPG
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162611;2000000078250;Черный;40;2;26650;26650;;Натуральная замша, кожа;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162611;2000000078243;Черный;41;2;26650;26650;;Натуральная замша, кожа;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162611;2000000078236;Черный;42;1;26650;26650;;Натуральная замша, кожа;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162611;2000000078229;Черный;43;2;26650;26650;;Натуральная замша, кожа;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162611;2000000078212;Черный;45;1;26650;26650;;Натуральная замша, кожа;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162634;2000000078311;Черный;40;1;25450;25450;;Натуральная кожа;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162634;2000000078304;Черный;41;1;25450;25450;;Натуральная кожа;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162634;2000000078298;Черный;42;1;25450;25450;;Натуральная кожа;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162634;2000000078281;Черный;43;1;25450;25450;;Натуральная кожа;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162634;2000000078267;Черный;45;1;25450;25450;;Натуральная кожа;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Кроссовки;Мужчинам;Обувь;Спортивная обувь;PHILIPP PLEIN;F016SM174647;2000000078076;Черный;40;1;23200;23200;;Натуральная кожа, полиамид;F016SM174647_PHILIPPPLEIN_krosovki_chernyj_1.JPG;F016SM174647_PHILIPPPLEIN_krosovki_chernyj_2.JPG;F016SM174647_PHILIPPPLEIN_krosovki_chernyj_3.JPG;
Кроссовки;Мужчинам;Обувь;Спортивная обувь;PHILIPP PLEIN;F016SM174647;2000000077727;Черный;44;1;23200;23200;;Натуральная кожа, полиамид;F016SM174647_PHILIPPPLEIN_krosovki_chernyj_1.JPG;F016SM174647_PHILIPPPLEIN_krosovki_chernyj_2.JPG;F016SM174647_PHILIPPPLEIN_krosovki_chernyj_3.JPG;
Кроссовки;Мужчинам;Обувь;Спортивная обувь;PHILIPP PLEIN;F016SM174647;2000000077710;Черный;45;1;23200;23200;;Натуральная кожа, полиамид;F016SM174647_PHILIPPPLEIN_krosovki_chernyj_1.JPG;F016SM174647_PHILIPPPLEIN_krosovki_chernyj_2.JPG;F016SM174647_PHILIPPPLEIN_krosovki_chernyj_3.JPG;
Кроссовки;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW171048;2000000078489;Мульти;36;1;29050;29050;;Натуральная кожа;FW16SW171048_PHILIPPPLEIN_krosovki_sinijchernyj_1.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_sinijchernyj_2.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_sinijchernyj_3.JPG;
Кроссовки;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW171048;2000000078472;Мульти;37;1;29050;29050;;Натуральная кожа;FW16SW171048_PHILIPPPLEIN_krosovki_sinijchernyj_1.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_sinijchernyj_2.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_sinijchernyj_3.JPG;
Кроссовки;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW171048;2000000078458;Мульти;39;1;29050;29050;;Натуральная кожа;FW16SW171048_PHILIPPPLEIN_krosovki_sinijchernyj_1.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_sinijchernyj_2.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_sinijchernyj_3.JPG;
Кроссовки;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW171048;2000000078441;Мульти;36;1;29050;29050;;Натуральная кожа;FW16SW171048_PHILIPPPLEIN_krosovki_krasnyjchernyj_1.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_krasnyjchernyj_2.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_krasnyjchernyj_3.JPG;
Кроссовки;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW171048;2000000078427;Мульти;38;1;29050;29050;;Натуральная кожа;FW16SW171048_PHILIPPPLEIN_krosovki_krasnyjchernyj_1.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_krasnyjchernyj_2.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_krasnyjchernyj_3.JPG;
Кроссовки;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW171048;2000000078410;Мульти;39;1;29050;29050;;Натуральная кожа;FW16SW171048_PHILIPPPLEIN_krosovki_krasnyjchernyj_1.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_krasnyjchernyj_2.JPG;FW16SW171048_PHILIPPPLEIN_krosovki_krasnyjchernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111355;2000000078878;Черный;35;1;21950;21950;;Резина, металл;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111355;2000000078861;Черный;36;2;21950;21950;;Резина, металл;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111355;2000000078854;Черный;37;2;21950;21950;;Резина, металл;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111355;2000000078847;Черный;38;3;21950;21950;;Резина, металл;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111355;2000000078830;Черный;39;2;21950;21950;;Резина, металл;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111355_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW034178;2000000078403;Черный;36;1;35600;35600;;Натуральная кожа;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW034178;2000000078397;Черный;37;1;35600;35600;;Натуральная кожа;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW034178;2000000078380;Черный;38;1;35600;35600;;Натуральная кожа;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW034178;2000000078373;Черный;39;1;35600;35600;;Натуральная кожа;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW034178;2000000078366;Черный;40;1;35600;35600;;Натуральная кожа;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW034178_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW034177;2000000078359;Черный;36;1;31750;31750;;Натуральная замша;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW034177;2000000078342;Черный;37;1;31750;31750;;Натуральная замша;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW034177;2000000078335;Черный;38;1;31750;31750;;Натуральная замша;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW034177;2000000078328;Черный;40;1;31750;31750;;Натуральная замша;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW034177_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111360;2000000078922;Черный;36;2;17000;17000;;Резина;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111360;2000000078915;Черный;37;2;17000;17000;;Резина;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111360;2000000078908;Черный;38;2;17000;17000;;Резина;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111360;2000000078892;Черный;39;3;17000;17000;;Резина;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111360;2000000078885;Черный;40;2;17000;17000;;Резина;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111360_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111356;2000000079202;Черный;36;1;23950;23950;;Резина;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111356;2000000079196;Черный;37;1;23950;23950;;Резина;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111356;2000000079189;Черный;38;1;23950;23950;;Резина;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Сапоги ;Женщинам;Обувь;Сапоги;PHILIPP PLEIN;FW16SW111356;2000000079172;Черный;39;1;23950;23950;;Резина;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_1.JPG;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_2.JPG;FW16SW111356_PHILIPPPLEIN_sapogi_chernyj_3.JPG;
Слиперы;Женщинам;Обувь;Обувь без каблука;PHILIPP PLEIN;FW16SW141730;2000000079059;Черный;36;1;21950;21950;;Натуральная кожа;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_1.JPG;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_2.JPG;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_3.JPG;
Слиперы;Женщинам;Обувь;Обувь без каблука;PHILIPP PLEIN;FW16SW141730;2000000079042;Черный;37;2;21950;21950;;Натуральная кожа;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_1.JPG;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_2.JPG;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_3.JPG;
Слиперы;Женщинам;Обувь;Обувь без каблука;PHILIPP PLEIN;FW16SW141730;2000000079035;Черный;38;1;21950;21950;;Натуральная кожа;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_1.JPG;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_2.JPG;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_3.JPG;
Слиперы;Женщинам;Обувь;Обувь без каблука;PHILIPP PLEIN;FW16SW141730;2000000079028;Черный;39;2;21950;21950;;Натуральная кожа;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_1.JPG;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_2.JPG;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_3.JPG;
Слиперы;Женщинам;Обувь;Обувь без каблука;PHILIPP PLEIN;FW16SW141730;2000000079011;Черный;40;2;21950;21950;;Натуральная кожа;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_1.JPG;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_2.JPG;FW16SW141730_PHILIPPPLEIN_slipery_chernyj_3.JPG;
Сникерсы;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW161448;2000000077963;Черный;36;1;19650;19650;;Натуральная кожа, коттон;FW16SW161448_PHILIPPPLEIN_snikersy_chernyj_1.JPG;FW16SW161448_PHILIPPPLEIN_snikersy_chernyj_2.JPG;FW16SW161448_PHILIPPPLEIN_snikersy_chernyj_3.JPG;
Сникерсы;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW161448;2000000077932;Черный;39;1;19650;19650;;Натуральная кожа, коттон;FW16SW161448_PHILIPPPLEIN_snikersy_chernyj_1.JPG;FW16SW161448_PHILIPPPLEIN_snikersy_chernyj_2.JPG;FW16SW161448_PHILIPPPLEIN_snikersy_chernyj_3.JPG;
Сникерсы;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW161448;2000000077925;Черный;40;1;19650;19650;;Натуральная кожа, коттон;FW16SW161448_PHILIPPPLEIN_snikersy_chernyj_1.JPG;FW16SW161448_PHILIPPPLEIN_snikersy_chernyj_2.JPG;FW16SW161448_PHILIPPPLEIN_snikersy_chernyj_3.JPG;
Сникерсы;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW164173;2000000078014;Черный;36;1;21450;21450;;Натуральная кожа;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_1.JPG;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_2.JPG;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_3.JPG;
Сникерсы;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW164173;2000000077994;Черный;38;1;21450;21450;;Натуральная кожа;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_1.JPG;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_2.JPG;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_3.JPG;
